142360,-1.6445751,0.038245936,9.943943,1
142461,-1.6063292,0.0,9.905697,1
142563,-1.6063292,0.038245936,9.943943,1
142665,-0.191229668,0.573689,10.096927,1
142768,-0.5354431,-0.8031646,10.096927,1
142869,-1.75931316,-0.22947562,9.982189,1
142971,-4.245299,-1.2621158,8.949549,1
143074,-0.49719716,0.22947562,9.676222,1
143175,4.015823,0.11473781,10.096927,1
143277,2.6007238,-1.4150996,10.785354,1
143380,5.5456604,1.2238699,9.484992,1
143482,3.48038,1.4533454,10.555878,1
143583,4.3982824,2.0270346,8.452352,1
143685,5.1632012,3.44213416,5.6603984,1
143787,4.742496,3.9775772,5.0484632,1
143890,7.45795736,3.63336368,5.507415,1
143992,7.113744,6.80777636,4.054069,1
144094,7.26672736,7.84041636,2.2182644,1
144196,5.0867096,6.96076,2.294756,1
144297,3.67160984,7.34321968,0.49719716,1
144400,4.9719716,8.796565,-0.4207053,1
144502,3.63336368,9.026041,-0.91790248,1
144603,3.1744128,9.026041,-0.573689,1
144706,3.1744128,9.8292056,-0.49719716,1
144807,4.245299,8.452352,1.9887886,1
144910,-0.68842684,6.1575956,7.80217068,1
145011,0.87965656,5.277939,8.222876,1
145114,-1.3386077,4.666004,9.790959,1
145215,-2.7919534,3.7481016,8.069892,1
145318,-2.4477398,2.6007238,10.670615,1
145420,-2.6389694,3.556872,8.873057,1
145522,-1.8740508,3.0979206,9.332008,1
145624,-2.7537074,1.5298374,9.714468,1
145726,-2.6772154,2.4859858,9.523238,1
145828,-2.371248,2.5242316,9.140779,1
145930,-2.6389694,3.59511768,9.332008,1
146032,-3.2891502,3.3273964,8.56709,1
146134,-5.7368904,3.0596748,7.9934008,1
146236,-6.654793,2.9066908,6.654793,1
146338,-7.5726952,2.2182644,7.03725236,1
146440,-7.9934008,2.7919534,5.6603984,1
146542,-7.113744,3.40388832,5.7751364,1
146644,-6.4635636,3.0596748,6.1193496,1
146746,-4.666004,3.8628396,9.102532,1
146848,-4.627758,4.130561,8.031646,1
146950,-3.9393312,3.70985568,8.643581,1
147052,-3.556872,4.054069,8.490598,1
147154,-3.1361668,5.4309224,7.4962032,1
147256,-2.7919534,4.130561,9.676222,1
147358,-1.8740508,3.8245932,10.7471068,1
147460,-0.038245936,2.944937,10.173419,1
147562,-0.038245936,3.2509044,9.943943,1
147664,1.147378,3.40388832,9.21727,1
147766,-0.038245936,3.0979206,9.676222,1
147868,0.191229668,2.4477398,9.790959,1
147970,0.5354431,2.6772154,9.370254,1
148072,0.49719716,2.6007238,9.561483,1
148174,0.5354431,2.5242316,9.714468,1
148276,0.26772156,2.7919534,9.714468,1
148378,-0.038245936,2.8684452,9.982189,1
148480,0.15298374,2.294756,9.523238,1
148582,-1.4150996,3.51862632,8.643581,1
148684,-0.038245936,3.0596748,9.523238,1
148786,-0.15298374,2.8684452,9.943943,1
148888,-3.2891502,3.48038,8.490598,1
148990,-2.1035264,3.51862632,9.790959,1
149092,-3.44213416,3.8628396,9.026041,1
149194,-1.6063292,3.48038,9.523238,1
149296,-2.2565102,3.90108536,8.720073,1
149398,-2.5624778,3.3273964,10.7471068,1
149500,-3.1744128,4.130561,9.867451,1
149602,-2.7919534,5.4309224,9.752713,1
149704,-0.11473781,6.7312848,10.402895,1
149806,-0.038245936,6.7695304,7.6491864,1
149908,-1.3386077,6.96076,6.5018088,1
150010,-3.70985568,5.851628,3.7863476,1
150112,-4.818988,3.556872,-0.61193496,1
150214,-7.9169084,1.79755884,2.1417724,1
150316,-7.6109416,3.3273964,5.316185,1
150418,-7.5344492,1.72106708,7.80217068,1
150520,-8.987795,1.2621158,10.096927,1
150622,-7.0754976,1.6445751,9.293762,1
150724,-5.966366,1.5680834,9.064287,1
150826,-6.654793,2.4477398,9.523238,1
150928,-6.0428576,2.1035264,8.643581,1
151030,-4.818988,3.1361668,8.643581,1
151132,-3.9393312,5.5839068,5.966366,1
151234,-1.2238699,8.337614,2.1417724,1
151336,0.07649187,9.523238,-0.7266727,1
151438,0.26772156,8.337614,-3.90108536,0
151540,0.382459336,10.517632,0.26772156,0
151642,-0.15298374,10.0586816,-1.0708862,0
151744,-0.15298374,10.900091,0.4207053,0
151846,-0.68842684,7.34321968,-4.3982824,0
151948,6.80777636,-6.654793,-19.581918,0
152050,-10.7471068,-3.8245932,19.505426,0
152152,-3.7481016,4.8954796,9.982189,0
152254,-5.2014476,-0.15298374,9.179024,0
152356,-3.7481016,2.0270346,8.949549,1
152458,-4.666004,1.6828212,9.064287,1
152560,-4.70425,0.68842684,8.605335,1
152662,-3.90108536,0.8414106,8.490598,1
152764,-3.70985568,0.07649187,7.26672736,1
152866,-3.9393312,-0.11473781,6.654793,1
152968,-6.0428576,-4.5130204,9.026041,1
153070,-6.081104,-5.0102176,13.347831,1
153172,-5.1249556,-3.0214288,10.288156,1
153274,-5.1249556,-2.6007238,10.708861,1
153376,-3.7481016,-1.4533454,9.523238,1
153478,-3.90108536,-0.11473781,8.108138,1
153580,-4.2070528,1.72106708,7.113744,1
153682,-3.48038,4.4365288,9.026041,1
153784,-3.0979206,3.0596748,7.228482,1
153886,-2.944937,3.40388832,7.03725236,1
153988,-3.59511768,2.7919534,8.18463,1
154090,-4.857234,2.333002,10.135173,1
154192,-4.5130204,1.0326402,11.244305,1
154294,-3.48038,1.5680834,9.714468,1
154396,-2.7154612,3.3273964,8.146384,1
154498,-3.2126584,2.371248,9.982189,1
154600,-3.1361668,2.944937,8.720073,1
154702,-3.44213416,2.6772154,6.7312848,1
154804,-3.8628396,1.185624,9.4085,1
154906,-3.2126584,2.0270346,8.299368,1
155008,-3.59511768,3.9775772,11.703256,1
155110,-1.6063292,4.857234,10.364649,1
155212,-5.277939,2.7154612,3.70985568,1
155314,-6.0046116,3.44213416,6.7695304,1
155416,-6.88426836,4.283545,3.67160984,1
155518,-8.299368,4.245299,3.40388832,1
155620,-9.8292056,4.3600364,2.7537074,1
155722,-6.6165468,3.7481016,-1.4915914,1
155824,-6.4635636,3.556872,-4.7807416,1
155926,-6.7695304,3.9775772,-13.615553,1
156028,-2.8684452,3.0214288,-7.19023536,1
156130,-1.4150996,4.168807,-8.911303,1
156232,0.7649187,3.7863476,-9.446746,1
156334,1.9887886,4.015823,-9.4085,1
156436,3.3656424,3.8628396,-7.26672736,1
156538,8.222876,2.944937,-5.9281196,1
156640,8.56709,3.9775772,-3.2509044,1
156742,7.8786624,2.6389694,4.3982824,1
156844,-0.038245936,2.1035264,12.009223,1
156946,2.5242316,1.3003619,7.5726952,1
157048,3.59511768,-3.90108536,11.779748,1
157150,4.9337252,-3.44213416,10.708861,1
157252,5.6603984,-0.9943943,12.850634,1
157354,1.6063292,4.092315,8.069892,1
157456,0.038245936,3.70985568,4.7807416,1
157558,1.6828212,5.966366,4.3217908,1
157660,1.0708862,6.3105792,7.19023536,1
157762,-0.382459336,7.5726952,5.8133816,1
157864,-0.87965656,8.146384,7.6491864,1
157966,0.8414106,7.6109416,4.666004,1
158068,-0.8414106,2.5242316,3.70985568,1
158170,0.68842684,11.626763,3.67160984,1
158272,0.15298374,9.293762,1.5680834,1
158374,-1.8740508,9.637976,0.382459336,1
158476,-0.038245936,9.026041,-0.573689,1
158578,-0.9561483,10.173419,-0.07649187,1
158680,0.038245936,10.402895,-0.382459336,1
158782,-0.7266727,8.605335,-4.3217908,1
158884,-0.11473781,9.064287,-0.87965656,1
158986,-1.4150996,9.905697,-1.6063292,1
159088,-0.34421344,9.8292056,-0.49719716,1
159190,0.26772156,7.113744,3.8628396,1
159292,-5.2396928,5.889874,10.135173,1
159394,-5.392677,4.9719716,7.41971136,1
159496,-4.857234,3.70985568,8.681828,1
159598,-7.9169084,3.44213416,11.320797,1
159700,-2.8684452,3.1744128,8.18463,1
159802,-0.68842684,2.6389694,7.6491864,1
159904,-3.63336368,5.316185,8.873057,1
160006,-1.2621158,6.654793,6.5783004,1
160108,-2.0270346,2.0652804,10.364649,1
160210,-0.61193496,5.7368904,9.752713,1
160312,-2.2565102,6.0428576,6.5783004,1
160414,-1.0326402,4.245299,1.5680834,1
160516,10.517632,2.333002,19.543672,1
160618,-0.573689,4.092315,9.523238,1
160720,-0.68842684,2.6389694,9.982189,1
160822,-1.6445751,2.4477398,9.255516,1
160924,0.68842684,2.5242316,8.337614,1
161026,-1.3003619,0.87965656,8.414105,1
161128,-0.68842684,2.6007238,7.84041636,1
161230,-2.371248,3.556872,10.211665,1
161332,-2.2182644,0.68842684,9.714468,1
161434,-5.4691688,2.333002,7.3814652,1
161536,-10.364649,2.1035264,6.9990068,1
161638,-8.299368,7.6109416,-0.30596748,1
161740,-8.299368,0.7266727,-1.147378,1
161842,-8.146384,-0.07649187,-6.425317,1
161944,-7.26672736,-0.9561483,-7.6109416,1
162046,-3.2126584,-0.11473781,-8.261122,1
162148,-6.2340876,1.4150996,-7.5344492,1
162250,-9.523238,2.6007238,-11.320797,1
