941866,-0.016357422,1.0744629,0.70654296,1
941966,0.609375,0.8659668,-0.26049804,1
942067,0.39526368,0.64453124,-0.049316408,1
942168,1.190918,0.5,0.23461914,1
942269,0.5998535,0.4975586,0.336425784,1
942370,0.27905272,0.7841797,0.07080078,1
942471,0.3395996,1.019043,-0.12866211,1
942572,0.0014648438,0.8869629,-0.13891602,1
942673,0.06762695,1.097168,-0.239257808,1
942774,-0.0043945312,1.0073242,-0.17358398,1
942875,0.03173828,1.0002442,-0.221923824,1
942976,-0.10522461,0.9797363,-0.15234375,1
943077,0.05834961,0.998291,-0.13647461,1
943178,0.2434082,0.9926758,-0.07348633,1
943279,0.2849121,0.9616699,0.03173828,1
943380,0.199951168,0.96850584,0.043701172,1
943481,0.17089844,0.97387692,0.028076172,1
943582,0.12060547,0.9580078,0.001953125,1
943683,0.16210938,1.003418,-0.040283204,1
943784,0.12890625,0.9995117,-0.020751954,1
943885,-0.16918946,0.9951172,-0.031982422,1
943986,-0.16967774,0.86157224,0.0554199232,0
944087,-0.06518555,1.0412598,-0.12353516,0
944188,-0.462402336,-2.0,0.9387207,0
944289,0.27514648,0.7194824,-0.107421868,0
944390,0.76782224,0.3659668,0.10205078,1
944491,0.688964836,0.58081052,0.041992188,1
944592,0.8486328,0.399414036,0.08862305,1
944693,0.96850584,0.5061035,0.055664064,1
944794,0.7873535,0.6047363,-0.017333984,1
944895,0.7824707,0.52612304,-0.037353516,1
944996,0.52978516,0.61621092,0.29663086,1
945097,1.0444336,0.63427732,0.10620117,1
945198,0.81518552,0.42749024,0.22094726,1
945299,0.8659668,0.53149416,0.1862793,1
945400,0.8054199,0.58569336,0.14233398,1
945501,0.79711912,0.58862304,0.1171875,1
945602,0.842285168,0.5559082,0.17797852,1
945703,1.0095215,0.54589844,0.1887207,1
945804,0.689209,0.7890625,-0.0075683592,1
945905,0.44311524,0.8391113,0.037109376,1
946006,0.374267568,0.940917936,-0.0078125,1
946107,0.25195312,0.925781264,0.044677736,1
946208,0.06616211,0.9279785,0.0703125,1
946309,0.03540039,0.94873048,0.068115232,1
946410,0.06567383,0.974365264,0.057617188,1
946511,-0.10424805,0.9868164,0.0053710936,1
