cpu_speed,volts,cpu_pct,load_avg,temp
2.400023808,0.8898,0.0,0.361328125,47.2
2.400027136,0.8898,0.0,0.361328125,45.5
2.400030464,0.8898,0.0,0.361328125,46.1
2.400033792,0.8898,6.5,0.361328125,45.0
2.400027136,0.8898,0.9,0.361328125,45.5
2.400027136,0.8898,9.3,0.361328125,46.6
2.400027136,0.8898,14.7,0.361328125,45.5
2.400023808,0.8898,20.6,0.361328125,47.2
2.400027136,0.8898,3.8,0.361328125,45.5
2.400033792,0.8898,0.0,0.361328125,45.0
2.40002048,0.8898,4.6,0.361328125,47.2
2.400030464,0.8898,7.5,0.41259765625,46.1
2.400030464,0.8898,17.0,0.41259765625,46.1
2.400033792,0.8898,5.6,0.41259765625,46.1
2.400027136,0.8898,19.0,0.41259765625,47.7
2.400023808,0.8898,8.8,0.41259765625,47.2
2.40002048,0.8898,7.5,0.41259765625,48.3
2.40002048,0.8898,7.5,0.41259765625,47.7
1.600017024,0.7798,3.7,0.41259765625,45.5
2.400023808,0.8898,42.1,0.41259765625,47.2
2.40002048,0.8898,35.2,0.41259765625,47.7
2.400027136,0.8898,2.9,0.41259765625,47.2
2.400033792,0.8898,0.0,0.41259765625,46.1
2.40003712,0.8898,0.0,0.41259765625,46.6
2.400023808,0.8898,1.9,0.41259765625,45.5
2.400027136,0.8898,1.0,0.41259765625,46.6
2.40002048,0.8898,1.9,0.41259765625,45.5
2.400027136,0.8898,0.0,0.41259765625,46.6
2.400027136,0.8898,0.9,0.41259765625,45.5
2.40003712,0.8898,1.0,0.41259765625,45.5
2.400033792,0.8898,0.9,0.37939453125,47.2
2.40002048,0.8898,0.0,0.37939453125,46.1
2.400017408,0.8898,0.0,0.37939453125,45.5
2.400027136,0.8898,2.8,0.37939453125,46.6
2.400023808,0.8898,0.0,0.37939453125,46.6
2.40002048,0.8898,0.9,0.37939453125,45.5
2.40002048,0.8898,2.8,0.37939453125,46.6
2.40003712,0.8898,1.9,0.37939453125,46.6
1.500016128,0.75,0.9,0.37939453125,46.1
1.500022656,0.75,0.9,0.37939453125,46.1
1.600017024,0.7798,2.8,0.37939453125,45.5
1.5000128,0.75,0.9,0.37939453125,46.1
1.500016128,0.75,1.9,0.37939453125,46.1
1.500016128,0.75,1.9,0.37939453125,44.4
1.500022656,0.75,1.9,0.37939453125,46.1
1.500016128,0.75,0.9,0.37939453125,46.1
1.500016128,0.75,3.7,0.37939453125,46.1
1.500019456,0.75,1.9,0.37939453125,44.4
1.500016128,0.75,5.6,0.37939453125,44.4
1.5000128,0.75,1.9,0.3486328125,46.1
1.500016128,0.75,0.9,0.3486328125,45.5
1.500016128,0.8898,2.8,0.3486328125,46.1
1.700014464,0.8898,10.3,0.3486328125,46.6
1.500019456,0.75,1.9,0.3486328125,45.5
1.500019456,0.75,0.0,0.3486328125,45.5
1.600013696,0.7798,3.7,0.3486328125,46.6
1.500019456,0.75,0.9,0.3486328125,46.1
1.500019456,0.75,1.9,0.3486328125,45.5
1.500019456,0.75,0.0,0.3486328125,44.4
1.500019456,0.75,0.9,0.3486328125,46.6
1.500016128,0.75,0.9,0.3486328125,45.5
1.500016128,0.75,1.9,0.3486328125,44.4
1.500019456,0.8898,0.9,0.3486328125,45.0
1.500022656,0.8898,12.8,0.3486328125,45.5
2.400030464,0.8898,12.1,0.3486328125,46.6
2.400023808,0.8898,0.9,0.3486328125,46.1
2.400027136,0.8898,1.0,0.3486328125,46.6
2.400033792,0.8898,0.0,0.3486328125,45.5
2.400030464,0.8898,0.0,0.40087890625,46.1
2.40002048,0.8898,0.0,0.40087890625,45.5
2.40002048,0.8898,1.9,0.40087890625,46.6
2.400017408,0.8898,1.0,0.40087890625,45.0
2.400023808,0.8898,0.9,0.40087890625,46.6
2.400033792,0.8898,0.0,0.40087890625,46.1
2.400023808,0.8898,2.8,0.40087890625,46.6
2.400033792,0.8898,2.9,0.40087890625,46.6
2.40002048,0.8898,0.0,0.40087890625,46.6
2.400027136,0.8898,0.9,0.40087890625,47.2
2.40002048,0.8898,2.8,0.40087890625,47.2
2.40002048,0.8898,0.0,0.40087890625,45.5
2.400023808,0.8898,0.0,0.40087890625,46.1
2.40002048,0.8898,1.0,0.40087890625,47.7
1.500022656,0.75,0.9,0.40087890625,45.5
1.500022656,0.75,0.0,0.40087890625,45.5
1.500016128,0.75,0.0,0.40087890625,45.5
1.70002112,0.7936,5.6,0.40087890625,45.5
1.5000128,0.75,0.9,0.36865234375,46.1
1.500022656,0.75,0.9,0.36865234375,46.1
1.500019456,0.75,0.0,0.36865234375,43.9
1.500022656,0.75,1.0,0.36865234375,46.1
1.500019456,0.75,0.0,0.36865234375,44.4
1.500016128,0.75,1.9,0.36865234375,46.6
1.500019456,0.8898,2.8,0.36865234375,45.5
1.5000128,0.75,0.9,0.36865234375,46.1
1.500022656,0.75,1.9,0.36865234375,46.1
1.500016128,0.75,1.9,0.36865234375,45.5
1.600013696,0.8898,1.9,0.36865234375,45.5
1.500022656,0.75,2.8,0.36865234375,45.5
1.500019456,0.75,0.9,0.36865234375,45.5
1.500019456,0.75,1.9,0.36865234375,44.4
1.600020224,0.7798,2.8,0.36865234375,46.1
1.600013696,0.7798,3.7,0.36865234375,46.1
1.500022656,0.75,0.0,0.36865234375,45.5
1.500016128,0.75,1.9,0.36865234375,44.4
1.500022656,0.75,3.7,0.36865234375,45.5
1.500016128,0.75,1.9,0.3388671875,44.4
1.500019456,0.75,0.9,0.3388671875,45.0
1.500019456,0.8898,1.0,0.3388671875,45.5
1.500019456,0.75,0.9,0.3388671875,44.4
1.500019456,0.75,1.9,0.3388671875,45.0
1.500019456,0.75,1.9,0.3388671875,45.5
1.600013696,0.8898,2.8,0.3388671875,46.1
1.500016128,0.75,0.0,0.3388671875,46.1
1.500019456,0.75,0.0,0.3388671875,44.4
1.500019456,0.75,0.0,0.3388671875,46.6
1.600017024,0.7798,2.8,0.3388671875,46.1
1.5000128,0.75,0.9,0.3388671875,45.5
1.500022656,0.75,0.9,0.3388671875,45.5
1.500022656,0.75,0.0,0.3388671875,45.5
1.5000128,0.75,1.9,0.3388671875,45.5
1.500019456,0.75,0.0,0.3388671875,45.5
1.500016128,0.75,0.0,0.3388671875,45.0
1.5000128,0.8898,2.8,0.3388671875,45.5
1.5000128,0.75,3.7,0.3388671875,45.5
1.500022656,0.75,0.0,0.3115234375,45.5
1.5000128,0.75,0.0,0.3115234375,45.0
1.600010368,0.8898,1.9,0.3115234375,45.5
1.500022656,0.75,0.9,0.3115234375,45.5
1.500019456,0.75,0.0,0.3115234375,45.5
1.500019456,0.75,0.9,0.3115234375,44.4
1.600013696,0.7798,0.8,0.3115234375,46.1
1.500022656,0.75,0.0,0.3115234375,44.4
1.500019456,0.75,1.9,0.3115234375,44.4
1.500016128,0.8898,1.9,0.3115234375,46.1
1.500019456,0.75,0.0,0.3115234375,45.5
1.500016128,0.75,0.0,0.3115234375,46.1
1.500016128,0.75,0.0,0.3115234375,44.4
1.600020224,0.8898,1.9,0.3115234375,45.0
1.5000128,0.75,2.8,0.3115234375,44.4
1.500016128,0.75,0.9,0.3115234375,45.0
1.500022656,0.75,0.9,0.3115234375,43.9
1.600013696,0.7798,2.8,0.3115234375,44.4
1.500019456,0.75,0.0,0.2861328125,44.4
1.5000128,0.75,0.0,0.2861328125,45.0
1.500016128,0.75,0.0,0.2861328125,43.9
1.500022656,0.75,1.9,0.2861328125,43.9
1.500022656,0.75,0.9,0.2861328125,44.4
1.500019456,0.75,0.9,0.2861328125,44.4
1.600013696,0.8898,1.9,0.2861328125,46.6
1.500016128,0.75,0.0,0.2861328125,44.4
1.500019456,0.75,0.0,0.2861328125,45.5
1.500019456,0.75,0.9,0.2861328125,45.0
1.600017024,0.8898,1.9,0.2861328125,45.5
1.500016128,0.75,0.0,0.2861328125,45.5
1.500022656,0.75,0.0,0.2861328125,45.5
1.500019456,0.75,2.8,0.2861328125,44.4
1.600013696,0.75,2.8,0.2861328125,43.9
1.5000128,0.75,1.9,0.2861328125,43.9
1.5000128,0.75,2.8,0.2861328125,45.0
1.500019456,0.75,2.8,0.2861328125,43.9
1.5000128,0.75,6.4,0.2861328125,44.4
1.5000128,0.75,0.9,0.26318359375,43.9
1.500016128,0.75,0.9,0.26318359375,46.6
1.600013696,0.8898,1.9,0.26318359375,45.5
1.500019456,0.75,0.9,0.26318359375,43.9
1.500019456,0.75,1.9,0.26318359375,45.5
1.5000128,0.75,1.9,0.26318359375,45.0
1.600013696,0.7798,3.7,0.26318359375,46.1
1.500016128,0.75,0.0,0.26318359375,43.9
1.5000128,0.75,0.9,0.26318359375,46.1
1.500019456,0.75,2.8,0.26318359375,44.4
1.500016128,0.75,1.0,0.26318359375,45.5
1.500016128,0.75,1.9,0.26318359375,45.5
1.500016128,0.75,0.0,0.26318359375,46.6
1.5000128,0.75,0.9,0.26318359375,45.5
1.500019456,0.75,1.9,0.26318359375,45.5
1.600010368,0.75,3.7,0.26318359375,44.4
1.5000128,0.75,0.0,0.26318359375,45.0
1.600013696,0.8898,1.9,0.26318359375,45.5
1.500022656,0.75,1.9,0.26318359375,45.5
1.500019456,0.75,0.0,0.24169921875,45.5
1.500022656,0.75,0.9,0.24169921875,45.0
1.600017024,0.7798,1.9,0.24169921875,46.1
1.500022656,0.75,0.9,0.24169921875,43.9
1.500016128,0.75,0.0,0.24169921875,43.9
1.5000128,0.75,0.0,0.24169921875,45.5
1.5000128,0.75,1.9,0.24169921875,44.4
1.500019456,0.75,0.9,0.24169921875,43.9
1.5000128,0.75,0.9,0.24169921875,43.9
1.5000128,0.8898,1.9,0.24169921875,46.1
1.500016128,0.75,2.8,0.24169921875,45.0
1.500019456,0.75,0.9,0.24169921875,45.0
1.500016128,0.75,0.0,0.24169921875,45.0
1.600010368,0.8898,0.9,0.24169921875,46.1
1.500019456,0.75,0.9,0.24169921875,45.0
1.500019456,0.75,0.0,0.24169921875,44.4
1.500019456,0.75,0.9,0.24169921875,46.1
1.700024448,0.7936,4.7,0.24169921875,44.4
1.500022656,0.75,0.0,0.22216796875,44.4
1.500022656,0.75,0.9,0.22216796875,45.5
1.500019456,0.75,0.9,0.22216796875,45.0
1.5000128,0.75,1.0,0.22216796875,45.5
1.500016128,0.75,0.9,0.22216796875,43.9
1.500022656,0.75,0.9,0.22216796875,45.5
1.500019456,0.8898,0.9,0.22216796875,45.5
1.500019456,0.75,1.9,0.22216796875,46.1
1.500022656,0.75,1.0,0.22216796875,45.5
1.5000128,0.75,0.9,0.22216796875,45.0
1.600020224,0.8898,1.9,0.22216796875,45.0
1.500016128,0.75,0.9,0.22216796875,45.0
1.5000128,0.75,1.9,0.22216796875,45.0
1.5000128,0.75,0.0,0.22216796875,45.0
1.600010368,0.7798,1.0,0.22216796875,46.1
1.600013696,0.7798,4.6,0.22216796875,45.5
1.5000128,0.75,0.0,0.22216796875,45.5
1.500016128,0.75,0.0,0.22216796875,45.0
1.5000128,0.75,2.8,0.22216796875,45.5
1.500019456,0.75,0.0,0.2041015625,45.5
1.500016128,0.75,1.9,0.2041015625,45.5
1.500019456,0.8898,1.9,0.2041015625,43.9
1.500022656,0.75,0.9,0.2041015625,45.5
1.500019456,0.75,0.9,0.2041015625,45.5
1.500016128,0.75,0.9,0.2041015625,45.0
1.600020224,0.8898,2.8,0.2041015625,45.5
1.5000128,0.75,1.9,0.2041015625,45.0
1.5000128,0.75,1.9,0.2041015625,45.0
1.500019456,0.75,2.8,0.2041015625,45.0
1.600013696,0.75,1.9,0.2041015625,45.5
1.5000128,0.75,1.9,0.2041015625,45.0
1.500022656,0.75,0.9,0.2041015625,45.5
1.500019456,0.75,1.9,0.2041015625,45.0
1.500022656,0.75,3.7,0.2041015625,45.0
1.500016128,0.75,0.9,0.2041015625,44.4
1.500016128,0.75,0.9,0.2041015625,44.4
1.600017024,0.8898,2.8,0.2041015625,45.5
1.500019456,0.75,1.9,0.2041015625,45.0
1.500019456,0.75,1.9,0.1875,45.0
1.5000128,0.75,1.9,0.1875,45.5
1.600023552,0.7798,0.9,0.1875,45.0
1.500009472,0.75,0.0,0.1875,44.4
1.500019456,0.75,0.9,0.1875,45.0
1.500019456,0.75,0.9,0.1875,43.9
1.500019456,0.75,1.0,0.1875,46.1
1.500019456,0.75,0.0,0.1875,45.5
1.500019456,0.75,0.9,0.1875,43.9
1.500022656,0.75,0.0,0.1875,45.5
1.5000128,0.75,3.6,0.1875,45.0
1.500016128,0.75,0.0,0.1875,44.4
1.5000128,0.75,0.9,0.1875,45.5
1.600017024,0.8898,1.0,0.1875,46.1
1.500019456,0.75,0.9,0.1875,45.5
1.500019456,0.75,2.8,0.1875,43.9
1.500016128,0.75,1.9,0.1875,45.5
1.600013696,0.75,1.9,0.1875,43.9
1.500022656,0.75,0.9,0.1875,45.0
1.500022656,0.75,0.9,0.17236328125,45.5
1.500019456,0.75,0.0,0.17236328125,45.5
1.500016128,0.75,1.9,0.17236328125,45.0
1.500019456,0.75,0.0,0.17236328125,45.5
1.500016128,0.75,1.9,0.17236328125,45.0
1.500016128,0.8898,0.9,0.17236328125,45.0
1.500016128,0.75,0.9,0.17236328125,43.9
1.500016128,0.75,0.0,0.17236328125,45.0
1.500016128,0.75,1.9,0.17236328125,45.0
1.600017024,0.8898,1.9,0.17236328125,46.1
1.500022656,0.75,0.0,0.17236328125,45.5
1.5000128,0.75,0.0,0.17236328125,44.4
1.5000128,0.75,0.0,0.17236328125,45.0
1.5000128,0.75,2.8,0.17236328125,45.5
1.500016128,0.75,0.9,0.17236328125,43.9
1.500016128,0.75,0.0,0.17236328125,46.1
1.500022656,0.8898,1.9,0.17236328125,44.4
1.5000128,0.75,2.0,0.23876953125,45.5
1.5000128,0.75,0.0,0.23876953125,43.9
1.500019456,0.75,0.9,0.23876953125,45.0
1.500016128,0.75,1.9,0.23876953125,45.5
1.500019456,0.75,0.0,0.23876953125,45.0
1.500016128,0.75,2.8,0.23876953125,45.5
1.600013696,0.8898,1.9,0.23876953125,45.0
1.5000128,0.75,0.9,0.23876953125,44.4
1.500019456,0.75,1.9,0.23876953125,45.5
1.500016128,0.75,1.9,0.23876953125,45.0
1.600023552,0.7798,2.8,0.23876953125,43.9
1.500022656,0.75,2.8,0.23876953125,43.9
1.500019456,0.75,1.9,0.23876953125,43.9
1.500009472,0.75,0.9,0.23876953125,45.5
1.500019456,0.75,2.8,0.23876953125,45.5
1.500019456,0.75,2.8,0.23876953125,45.0
1.500022656,0.75,2.8,0.23876953125,45.5
1.500019456,0.8898,2.8,0.23876953125,45.5
1.5000128,0.75,2.8,0.23876953125,45.0
1.5000128,0.75,0.9,0.21923828125,44.4
1.500019456,0.75,1.9,0.21923828125,45.0
1.600020224,0.8898,2.8,0.21923828125,45.5
1.500016128,0.75,2.8,0.21923828125,44.4
1.500022656,0.75,0.0,0.21923828125,46.1
1.500016128,0.75,0.9,0.21923828125,44.4
1.600020224,0.7798,2.8,0.21923828125,45.5
1.500022656,0.75,0.0,0.21923828125,45.0
1.500022656,0.75,1.9,0.21923828125,45.0
1.5000128,0.75,0.0,0.21923828125,45.5
1.500009472,0.75,2.8,0.21923828125,45.0
1.500022656,0.75,0.9,0.21923828125,45.0
1.500019456,0.75,1.9,0.21923828125,46.1
1.500022656,0.8898,0.9,0.21923828125,45.0
1.500016128,0.75,0.9,0.21923828125,43.9
1.500022656,0.75,0.9,0.21923828125,43.9
1.500016128,0.75,1.9,0.21923828125,45.0
1.600023552,0.8898,6.5,0.21923828125,45.5
1.5000128,0.75,0.0,0.21923828125,45.0
1.500022656,0.75,0.0,0.20166015625,45.0
1.5000128,0.75,0.0,0.20166015625,45.5
1.600023552,0.7798,1.9,0.20166015625,45.5
1.500016128,0.75,1.9,0.20166015625,45.0
1.500019456,0.75,0.0,0.20166015625,45.0
1.500019456,0.75,0.9,0.20166015625,44.4
1.5000128,0.75,1.9,0.20166015625,45.0
1.500016128,0.75,0.9,0.20166015625,45.0
1.500019456,0.75,1.9,0.20166015625,43.9
1.5000128,0.8898,3.7,0.20166015625,45.0
1.5000128,0.75,0.0,0.20166015625,44.4
1.500016128,0.75,1.9,0.20166015625,43.3
1.500019456,0.75,0.9,0.20166015625,45.0
1.600013696,0.7798,0.9,0.20166015625,45.0
1.500019456,0.75,0.9,0.20166015625,44.4
1.5000128,0.75,2.8,0.20166015625,45.0
1.500022656,0.75,1.9,0.20166015625,43.9
1.600013696,0.7798,1.9,0.20166015625,45.0
1.500022656,0.75,0.9,0.18505859375,45.5
1.500016128,0.75,0.0,0.18505859375,45.0
1.500016128,0.75,0.0,0.18505859375,45.0
1.500019456,0.75,1.9,0.18505859375,45.0
1.500016128,0.75,0.0,0.18505859375,45.0
1.500019456,0.75,2.8,0.18505859375,44.4
1.5000128,0.8898,1.9,0.18505859375,44.4
1.500019456,0.75,0.9,0.18505859375,43.9
1.500016128,0.75,0.0,0.18505859375,43.9
1.500009472,0.75,0.0,0.18505859375,45.0
1.600017024,0.7798,1.9,0.18505859375,44.4
1.5000128,0.75,0.9,0.18505859375,43.9
1.500019456,0.75,1.9,0.18505859375,45.0
1.5000128,0.75,0.9,0.18505859375,45.0
1.5000128,0.75,3.7,0.18505859375,43.9
1.500019456,0.75,0.9,0.18505859375,45.0
1.500019456,0.75,0.9,0.18505859375,44.4
1.5000128,0.8898,1.8,0.18505859375,45.0
1.500019456,0.75,4.7,0.18505859375,45.0
1.500016128,0.75,0.9,0.169921875,44.4
1.500016128,0.75,2.8,0.169921875,43.9
1.500022656,0.8898,3.7,0.169921875,45.5
1.500016128,0.75,0.9,0.169921875,44.4
1.5000128,0.75,1.9,0.169921875,45.5
1.500016128,0.75,2.8,0.169921875,44.4
1.600013696,0.7798,1.9,0.169921875,45.0
1.500019456,0.75,0.9,0.169921875,43.9
1.500016128,0.75,0.9,0.169921875,45.5
1.500016128,0.75,0.0,0.169921875,45.5
1.500022656,0.75,2.8,0.169921875,45.0
1.500019456,0.75,0.0,0.169921875,43.3
1.500019456,0.75,0.9,0.169921875,43.9
1.5000128,0.8898,0.9,0.169921875,45.0
1.5000128,0.75,0.9,0.169921875,45.0
1.600013696,0.7798,2.8,0.169921875,45.5
1.5000128,0.75,0.0,0.169921875,45.0
1.600013696,0.8898,1.9,0.169921875,45.0
1.500019456,0.75,0.0,0.169921875,45.0
1.500022656,0.75,2.8,0.15625,45.0
1.500016128,0.75,0.9,0.15625,46.1
1.600023552,0.7798,1.0,0.15625,44.4
1.5000128,0.75,0.9,0.15625,45.0
1.500022656,0.75,0.0,0.15625,45.0
1.5000128,0.75,1.9,0.15625,45.0
1.5000128,0.75,1.9,0.15625,43.9
1.500019456,0.75,0.0,0.15625,44.4
1.500019456,0.75,0.0,0.15625,45.0
1.5000128,0.8898,3.7,0.15625,43.9
1.500022656,0.75,1.9,0.15625,44.4
1.500019456,0.75,0.9,0.15625,43.9
1.500022656,0.75,0.9,0.15625,45.5
1.600023552,0.8898,1.0,0.15625,45.5
1.500022656,0.75,0.0,0.15625,43.9
1.5000128,0.75,1.9,0.15625,45.0
1.5000128,0.75,0.0,0.15625,43.9
1.600017024,0.7798,5.7,0.15625,45.5
1.500019456,0.75,0.0,0.15625,45.0
1.5000128,0.75,0.0,0.1435546875,45.5
1.5000128,0.75,0.9,0.1435546875,45.0
1.500009472,0.75,1.9,0.1435546875,45.5
1.500016128,0.75,0.0,0.1435546875,44.4
1.500016128,0.75,0.9,0.1435546875,45.0
1.500022656,0.8898,0.9,0.1435546875,45.0
1.500016128,0.75,0.0,0.1435546875,44.4
1.500022656,0.75,0.0,0.1435546875,45.5
1.500016128,0.75,0.9,0.1435546875,45.0
1.600017024,0.7798,2.8,0.1435546875,45.5
1.5000128,0.75,0.9,0.1435546875,45.5
1.5000128,0.75,0.0,0.1435546875,45.0
1.500022656,0.75,0.0,0.1435546875,44.4
1.600013696,0.7798,1.9,0.1435546875,45.0
1.500019456,0.75,0.9,0.1435546875,45.0
1.5000128,0.75,2.8,0.1435546875,45.0
1.500022656,0.75,0.0,0.1435546875,43.9
1.500019456,0.75,2.8,0.1435546875,45.0
1.500022656,0.75,0.9,0.1318359375,44.4
1.500016128,0.75,2.8,0.1318359375,43.9
1.600013696,0.8898,1.9,0.1318359375,44.4
1.5000128,0.75,0.9,0.1318359375,44.4
1.5000128,0.75,1.9,0.1318359375,44.4
1.5000128,0.75,0.9,0.1318359375,45.0
1.600013696,0.7798,3.7,0.1318359375,45.0
1.500019456,0.75,1.9,0.1318359375,45.0
1.500016128,0.75,0.9,0.1318359375,45.0
1.500019456,0.75,0.9,0.1318359375,46.6
1.600020224,0.7798,1.9,0.1318359375,44.4
1.500019456,0.75,1.9,0.1318359375,45.0
1.500019456,0.75,1.9,0.1318359375,45.0
1.500019456,0.8898,0.9,0.1318359375,45.0
1.500019456,0.75,4.5,0.1318359375,43.9
1.500022656,0.75,1.9,0.1318359375,46.1
1.500016128,0.75,0.0,0.1318359375,44.4
1.600010368,0.8898,2.8,0.1318359375,45.5
1.500019456,0.75,1.9,0.1318359375,46.1
1.500019456,0.75,1.9,0.12109375,45.0
1.500016128,0.75,0.9,0.12109375,45.0
1.600017024,0.7798,1.9,0.12109375,45.0
1.500019456,0.75,0.0,0.12109375,43.3
1.500022656,0.75,0.0,0.12109375,45.5
1.5000128,0.75,0.9,0.12109375,45.0
1.600017024,0.75,1.9,0.12109375,43.9
1.500009472,0.75,0.0,0.12109375,45.5
